test_suite,test_name,smell,metric_value
test_basic.py,test_g_iteration_protocol,Assertion Roullete,2
test_basic.py,test_subdomain_basic_support,Assertion Roullete,2
test_basic.py,test_subdomain_matching_other_name,Assertion Roullete,2
test_basic.py,test_multi_route_rules,Assertion Roullete,2
test_basic.py,test_multi_route_class_views,Assertion Roullete,2
test_basic.py,test_run_from_config,Assertion Roullete,2
test_basic.py,test_max_cookie_size,Assertion Roullete,5
test_basic.py,test_app_freed_on_zero_refcount,Assertion Roullete,3
test_converters.py,test_context_available,Assertion Roullete,3
test_logging.py,test_logger,Assertion Roullete,3
test_logging.py,test_logger_debug,Assertion Roullete,2
test_logging.py,test_existing_handler,Assertion Roullete,2
test_logging.py,test_wsgi_errors_stream,Assertion Roullete,3
test_logging.py,test_has_level_handler,Assertion Roullete,4
test_logging.py,test_log_view_exception,Assertion Roullete,4
test_signals.py,test_template_rendered,Assertion Roullete,3
test_signals.py,test_before_render_template,Assertion Roullete,4
test_signals.py,test_request_signals,Assertion Roullete,3
test_signals.py,test_request_exception_signal,Assertion Roullete,2
test_signals.py,test_appcontext_signals,Assertion Roullete,2
test_signals.py,test_flash_signal,Assertion Roullete,3
test_signals.py,test_appcontext_tearing_down_signal,Assertion Roullete,2
test_async.py,test_async_route,Assertion Roullete,2
test_async.py,test_async_before_after_request,Assertion Roullete,5
test_session_interface.py,test_open_session_with_endpoint,Assertion Roullete,2
test_instance_config.py,test_explicit_instance_paths,Assertion Roullete,2
test_views.py,test_view_decorators,Assertion Roullete,2
test_views.py,test_view_provide_automatic_options_attr,Assertion Roullete,3
test_views.py,test_implicit_head,Assertion Roullete,4
test_views.py,test_explicit_head,Assertion Roullete,3
test_views.py,test_multiple_inheritance,Assertion Roullete,2
test_views.py,test_remove_method_from_parent,Assertion Roullete,3
test_subclassing.py,test_suppressed_exception_logging,Assertion Roullete,3
test_reqctx.py,test_teardown_on_pop,Assertion Roullete,2
test_reqctx.py,test_teardown_with_previous_exception,Assertion Roullete,2
test_reqctx.py,test_teardown_with_handled_exception,Assertion Roullete,2
test_reqctx.py,test_proper_test_request_context,Assertion Roullete,2
test_reqctx.py,test_context_binding,Assertion Roullete,3
test_reqctx.py,test_context_test,Assertion Roullete,4
test_reqctx.py,test_session_error_pops_context,Assertion Roullete,3
test_reqctx.py,test_session_dynamic_cookie_name,Assertion Roullete,3
test_blueprints.py,test_blueprint_specific_error_handling,Assertion Roullete,3
test_blueprints.py,test_blueprint_specific_user_error_handling,Assertion Roullete,2
test_blueprints.py,test_blueprint_app_error_handling,Assertion Roullete,2
test_blueprints.py,test_blueprint_url_defaults,Assertion Roullete,4
test_blueprints.py,test_blueprint_url_processors,Assertion Roullete,2
test_blueprints.py,test_templates_and_static,Assertion Roullete,9
test_blueprints.py,test_empty_url_defaults,Assertion Roullete,2
test_blueprints.py,test_route_decorator_custom_endpoint,Assertion Roullete,5
test_blueprints.py,test_endpoint_decorator,Assertion Roullete,2
test_blueprints.py,test_template_filter,Assertion Roullete,3
test_blueprints.py,test_add_template_filter,Assertion Roullete,3
test_blueprints.py,test_template_filter_with_name,Assertion Roullete,3
test_blueprints.py,test_add_template_filter_with_name,Assertion Roullete,3
test_blueprints.py,test_template_test,Assertion Roullete,3
test_blueprints.py,test_add_template_test,Assertion Roullete,3
test_blueprints.py,test_template_test_with_name,Assertion Roullete,3
test_blueprints.py,test_add_template_test_with_name,Assertion Roullete,3
test_blueprints.py,test_context_processing,Assertion Roullete,4
test_blueprints.py,test_template_global,Assertion Roullete,5
test_blueprints.py,test_request_processing,Assertion Roullete,2
test_blueprints.py,test_app_request_processing,Assertion Roullete,3
test_blueprints.py,test_app_url_processors,Assertion Roullete,2
test_blueprints.py,test_nested_blueprint,Assertion Roullete,6
test_blueprints.py,test_nested_callback_order,Assertion Roullete,8
test_blueprints.py,test_blueprint_renaming,Assertion Roullete,6
test_config.py,test_from_prefixed_env,Assertion Roullete,6
test_config.py,test_from_prefixed_env_nested,Assertion Roullete,3
test_config.py,test_config_from_envvar,Assertion Roullete,2
test_config.py,test_config_from_envvar_missing,Assertion Roullete,2
test_config.py,test_config_missing,Assertion Roullete,2
test_config.py,test_config_missing_file,Assertion Roullete,2
test_config.py,test_send_file_max_age,Assertion Roullete,2
test_config.py,test_get_namespace,Assertion Roullete,12
test_user_error_handler.py,test_error_handler_no_match,Assertion Roullete,3
test_user_error_handler.py,test_error_handler_subclass,Assertion Roullete,3
test_user_error_handler.py,test_error_handler_http_subclass,Assertion Roullete,3
test_user_error_handler.py,test_error_handler_blueprint,Assertion Roullete,2
test_user_error_handler.py,test_default_error_handler,Assertion Roullete,4
test_json.py,test_bad_request_debug_message,Assertion Roullete,2
test_json.py,test_jsonify_basic_types,Assertion Roullete,2
test_json.py,test_jsonify_dicts,Assertion Roullete,2
test_json.py,test_jsonify_arrays,Assertion Roullete,2
test_json.py,test_jsonify_uuid_types,Assertion Roullete,2
test_json.py,test_modified_url_encoding,Assertion Roullete,2
test_json.py,test_json_key_sorting,Assertion Roullete,3
test_cli.py,test_find_best_app,Assertion Roullete,8
test_cli.py,test_prepare_import,Assertion Roullete,2
test_cli.py,test_get_version,Assertion Roullete,3
test_cli.py,test_scriptinfo,Assertion Roullete,10
test_cli.py,test_with_appcontext,Assertion Roullete,2
test_cli.py,test_appgroup,Assertion Roullete,4
test_cli.py,test_flaskgroup,Assertion Roullete,2
test_cli.py,test_flaskgroup_debug,Assertion Roullete,2
test_cli.py,test_no_command_echo_loading_error,Assertion Roullete,3
test_cli.py,test_help_echo_loading_error,Assertion Roullete,3
test_cli.py,test_help_echo_exception,Assertion Roullete,3
test_cli.py,test_load_dotenv,Assertion Roullete,8
test_cli.py,test_dotenv_path,Assertion Roullete,2
test_cli.py,test_cli_blueprints,Assertion Roullete,4
test_templating.py,test_template_filter,Assertion Roullete,3
test_templating.py,test_add_template_filter,Assertion Roullete,3
test_templating.py,test_template_filter_with_name,Assertion Roullete,3
test_templating.py,test_add_template_filter_with_name,Assertion Roullete,3
test_templating.py,test_template_test,Assertion Roullete,3
test_templating.py,test_add_template_test,Assertion Roullete,3
test_templating.py,test_template_test_with_name,Assertion Roullete,3
test_templating.py,test_add_template_test_with_name,Assertion Roullete,3
test_templating.py,test_add_template_global,Assertion Roullete,3
test_templating.py,test_templates_auto_reload,Assertion Roullete,11
test_templating.py,test_templates_auto_reload_debug_run,Assertion Roullete,4
test_templating.py,test_template_loader_debugging,Assertion Roullete,8
test_appctx.py,test_request_context_means_app_context,Assertion Roullete,2
test_appctx.py,test_app_context_provides_current_app,Assertion Roullete,2
test_appctx.py,test_app_tearing_down_with_unhandled_exception,Assertion Roullete,2
test_appctx.py,test_app_ctx_globals_methods,Assertion Roullete,7
test_appctx.py,test_context_refcounts,Assertion Roullete,3
test_regression.py,test_aborting,Assertion Roullete,3
test_testing.py,test_environ_defaults_from_config,Assertion Roullete,2
test_testing.py,test_environ_defaults,Assertion Roullete,2
test_testing.py,test_environ_base_default,Assertion Roullete,2
test_testing.py,test_environ_base_modified,Assertion Roullete,4
test_testing.py,test_client_open_environ,Assertion Roullete,2
test_testing.py,test_specify_url_scheme,Assertion Roullete,2
test_testing.py,test_path_is_url,Assertion Roullete,4
test_testing.py,test_blueprint_with_subdomain,Assertion Roullete,3
test_testing.py,test_redirect_keep_session,Assertion Roullete,6
test_testing.py,test_session_transactions,Assertion Roullete,5
test_testing.py,test_session_transactions_keep_context,Assertion Roullete,2
test_testing.py,test_test_client_context_binding,Assertion Roullete,5
test_testing.py,test_reuse_client,Assertion Roullete,2
test_testing.py,test_test_client_calls_teardown_handlers,Assertion Roullete,6
test_testing.py,test_full_url_request,Assertion Roullete,3
test_testing.py,test_json_request_and_response,Assertion Roullete,5
test_testing.py,test_subdomain,Assertion Roullete,2
test_testing.py,test_nosubdomain,Assertion Roullete,2
test_testing.py,test_cli_invoke,Assertion Roullete,2
